"in bold, sample names (""DNA_CODE"") that have been changed. Will need to highlight these and update kev on the DB.",,,,,,,,,
526,6,F06,MG2,"Middelberg Pass, Western Cape",-32.623879,19.135485,P. scabrum,160,C_Chong
527,6,G06,MG4,"Middelberg Pass, Western Cape",-32.623918,19.135506,P. scabrum,160,C_Chong
528,6,H06,MG5,"Middelberg Pass, Western Cape",-32.623927,19.135513,P. scabrum,160,C_Chong
529,6,A07,int1,"Middelberg Pass, Western Cape",-32.62494,19.13618,P. scabrum_unkn,160,C_Chong
530,6,B07,int2,"Middelberg Pass, Western Cape",-32.62534,19.13655,P. scabrum_unkn,160,C_Chong
531,6,C07,int3,"Middelberg Pass, Western Cape",-32.62463,19.13595,P. scabrum_unkn,160,C_Chong
532,6,D07,MG3,"Middelberg Pass, Western Cape",-32.623894,19.135459,P. scabrum_unkn,160,C_Chong
533,6,E07,MG6,"Middelberg Pass, Western Cape",-32.624034,19.135549,P. scabrum_unkn,160,C_Chong
534,6,F07,MG16,"Middelberg Pass, Western Cape",-32.624279,19.135682,P. scabrum_unkn,160,C_Chong
535,6,G07,MG17,"Middelberg Pass, Western Cape",-32.624285,19.135715,P. scabrum_unkn,160,C_Chong
536,6,H07,MG18,"Middelberg Pass, Western Cape",-32.624287,19.135719,P. scabrum_unkn,160,C_Chong
537,6,A08,MG21,"Middelberg Pass, Western Cape",-32.624347,19.135758,P. scabrum_unkn,160,C_Chong
538,6,B08,MG22_B,"Middelberg Pass, Western Cape",-32.624421,19.135826,P. scabrum_unkn,160,C_Chong
539,6,C08,MG23,"Middelberg Pass, Western Cape",-32.624371,19.13579,P. scabrum_unkn,160,C_Chong
540,6,D08,MG25,"Middelberg Pass, Western Cape",-32.624421,19.135826,P. scabrum_unkn,160,C_Chong
541,6,E08,MG27,"Middelberg Pass, Western Cape",-32.624437,19.135813,P. scabrum_unkn,160,C_Chong
542,6,F08,MG28,"Middelberg Pass, Western Cape",-32.624434,19.135812,P. scabrum_unkn,160,C_Chong
543,6,G08,MG30,"Middelberg Pass, Western Cape",-32.624434,19.135847,P. scabrum_unkn,160,C_Chong
544,6,H08,MG31,"Middelberg Pass, Western Cape",-32.624471,19.135848,P. scabrum_unkn,160,C_Chong
545,6,A09,MG33,"Middelberg Pass, Western Cape",-32.624485,19.135873,P. scabrum_unkn,160,C_Chong
546,6,B09,MG36,"Middelberg Pass, Western Cape",-32.624545,19.135873,P. scabrum_unkn,160,C_Chong
547,6,C09,MG37,"Middelberg Pass, Western Cape",-32.624559,19.135875,P. scabrum_unkn,160,C_Chong
548,6,D09,MG38,"Middelberg Pass, Western Cape",-32.62458,19.135892,P. scabrum_unkn,160,C_Chong
549,6,E09,MG49,"Middelberg Pass, Western Cape",-32.624936,19.136191,P. scabrum_unkn,160,C_Chong
550,6,F09,MG50,"Middelberg Pass, Western Cape",-32.624945,19.136176,P. scabrum_unkn,160,C_Chong
551,6,G09,MG53,"Middelberg Pass, Western Cape",-32.624955,19.136175,P. scabrum_unkn,160,C_Chong
552,6,H09,MG48,"Middelberg Pass, Western Cape",-32.624854,19.13613,P. scabrum_unkn,160,C_Chong
553,6,A10,MG51,"Middelberg Pass, Western Cape",-32.624936,19.136196,P. scabrum_unkn,160,C_Chong
554,6,B10,MG7,"Middelberg Pass, Western Cape",-32.624074,19.135574,P. scabrum,160,C_Chong
555,6,C10,MG8,"Middelberg Pass, Western Cape",-32.62409,19.135583,P. scabrum,160,C_Chong
556,6,D10,MG9,"Middelberg Pass, Western Cape",-32.624112,19.135549,P. scabrum,160,C_Chong
557,6,E10,MG10,"Middelberg Pass, Western Cape",-32.624136,19.135586,P. scabrum,160,C_Chong
558,6,F10,MG11,"Middelberg Pass, Western Cape",-32.624129,19.135609,P. scabrum,160,C_Chong
559,6,G10,MG12,"Middelberg Pass, Western Cape",-32.624139,19.135618,P. scabrum,160,C_Chong
560,6,H10,MG13,"Middelberg Pass, Western Cape",-32.624174,19.135613,P. scabrum,160,C_Chong
561,6,A11,MG14,"Middelberg Pass, Western Cape",-32.624192,19.135589,P. scabrum,160,C_Chong
562,6,B11,MG15,"Middelberg Pass, Western Cape",-32.624171,19.135612,P. scabrum,160,C_Chong
563,6,C11,MG19,"Middelberg Pass, Western Cape",-32.624296,19.135734,P. scabrum,160,C_Chong
564,6,D11,MG20,"Middelberg Pass, Western Cape",-32.624322,19.135764,P. scabrum,160,C_Chong
565,6,E11,MG22_A,"Middelberg Pass, Western Cape",-32.62438,19.135766,P. scabrum,160,C_Chong
566,6,F11,MG24,"Middelberg Pass, Western Cape",-32.62439,19.135799,P. scabrum,160,C_Chong
567,6,G11,MG26,"Middelberg Pass, Western Cape",-32.624424,19.135815,P. scabrum,160,C_Chong
568,6,H11,MG29,"Middelberg Pass, Western Cape",-32.624435,19.135839,P. scabrum,160,C_Chong
569,6,A12,MG32,"Middelberg Pass, Western Cape",-32.624475,19.135875,P. scabrum,160,C_Chong
570,6,B12,MG34,"Middelberg Pass, Western Cape",-32.624516,19.135899,P. scabrum,160,C_Chong
571,6,C12,MG35,"Middelberg Pass, Western Cape",-32.624547,19.135909,P. scabrum,160,C_Chong
572,6,D12,MG39,"Middelberg Pass, Western Cape",-32.624618,19.135936,P. scabrum,160,C_Chong
573,6,E12,MG40,"Middelberg Pass, Western Cape",-32.62462,19.135936,P. scabrum,160,C_Chong
574,6,F12,MG41,"Middelberg Pass, Western Cape",-32.624632,19.135949,P. scabrum,160,C_Chong
575,6,G12,MG42_A,"Middelberg Pass, Western Cape",-32.624647,19.135961,P. scabrum,160,C_Chong
576,6,H12,MG42_B,"Middelberg Pass, Western Cape",-32.624668,19.135965,P. scabrum,160,C_Chong
577,7,A01,MG43,"Middelberg Pass, Western Cape",-32.624659,19.135985,P. scabrum,160,C_Chong
578,7,B01,MG44,"Middelberg Pass, Western Cape",-32.624658,19.13602,P. scabrum,160,C_Chong
579,7,C01,MG45,"Middelberg Pass, Western Cape",-32.624743,19.136053,P. scabrum,160,C_Chong
580,7,D01,MG46,"Middelberg Pass, Western Cape",-32.624783,19.136066,P. scabrum,160,C_Chong
581,7,E01,MG47,"Middelberg Pass, Western Cape",-32.624812,19.136086,P. scabrum,160,C_Chong
582,7,F01,MG52,"Middelberg Pass, Western Cape",-32.624943,19.136203,P. scabrum,160,C_Chong
583,7,G01,MG54_A,"Middelberg Pass, Western Cape",-32.625014,19.136207,P. scabrum,160,C_Chong
584,7,H01,MG54_B,"Middelberg Pass, Western Cape",-32.625611,19.135844,P. scabrum,160,C_Chong
585,7,A02,MG56,"Middelberg Pass, lower pass, Western Cape",-32.630584,19.071573,P. scabrum,160,C_Chong
586,7,B02,MG57,"Middelberg Pass, lower pass, Western Cape",-32.630576,19.071595,P. scabrum,160,C_Chong
587,7,C02,MG58,"Middelberg Pass, lower pass, Western Cape",-32.63058,19.071881,P. scabrum,160,C_Chong
588,7,D02,MG59,"Middelberg Pass, lower pass, Western Cape",-32.630705,19.072106,P. scabrum,160,C_Chong
589,7,E02,MG60,"Middelberg Pass, lower pass, Western Cape",-32.63058,19.072138,P. scabrum,160,C_Chong
590,7,F02,MB1,"Elandskloof Rd, Western Cape",-32.135252,18.961,P. scabrum,294,C_Chong
591,7,G02,MB2,"Elandskloof Rd, Western Cape",-32.632528,19.120066,P. scabrum,294,C_Chong
592,7,H02,MB3,"Elandskloof Rd, Western Cape",-32.632387,19.12,P. scabrum,294,C_Chong
593,7,A03,MB4,"Elandskloof Rd, Western Cape",-32.632339,19.120116,P. scabrum,294,C_Chong
594,7,B03,MB5,"Elandskloof Rd, Western Cape",-32.632389,19.119985,P. scabrum,294,C_Chong
595,7,C03,MB6,"Elandskloof Rd, Western Cape",-32.632303,19.12006,P. scabrum,294,C_Chong
596,7,D03,MB7,"Elandskloof Rd, Western Cape",-32.632414,19.119969,P. scabrum,294,C_Chong
597,7,E03,MB8,"Elandskloof Rd, Western Cape",-32.632462,19.11994,P. scabrum,294,C_Chong
598,7,F03,MB9,"Elandskloof Rd, Western Cape",-32.632413,19.11991,P. scabrum,294,C_Chong
599,7,G03,MB10,"Elandskloof Rd, Western Cape",-32.632576,19.119895,P. scabrum,294,C_Chong
600,7,H03,MB11,"Elandskloof Rd, Western Cape",-32.632395,19.119824,P. scabrum,294,C_Chong
601,7,A04,MB12,"Elandskloof Rd, Western Cape",-32.632613,19.119904,P. scabrum,294,C_Chong
602,7,B04,MB13,"Elandskloof Rd, Western Cape",-32.632709,19.119924,P. scabrum,294,C_Chong
603,7,C04,MB14,"Elandskloof Rd, Western Cape",-32.632901,19.119935,P. scabrum,294,C_Chong
604,7,D04,MB15,"Elandskloof Rd, Western Cape",-32.632814,19.119953,P. scabrum,294,C_Chong
605,7,E04,MB16,"Elandskloof Rd, Western Cape",-32.633009,19.120036,P. scabrum,294,C_Chong
606,7,F04,ORW10,Pakhuis Pass Old Rd West,-32.135016,18.961109,P. scabrum,1011,C_Chong
607,7,G04,ORW11,Pakhuis Pass Old Rd West,-32.134985,18.961193,P. scabrum,1011,C_Chong
608,7,H04,ORW12,Pakhuis Pass Old Rd West,-32.134979,18.961257,P. scabrum,1011,C_Chong
609,7,A05,ORW14,Pakhuis Pass Old Rd West,-32.13493,18.961301,P. scabrum,1011,C_Chong
610,7,B05,ORW15,Pakhuis Pass Old Rd West,-32.134911,18.961357,P. scabrum,1011,C_Chong
611,7,C05,ORW16,Pakhuis Pass Old Rd West,-32.135302,18.96106,P. scabrum,1011,C_Chong
612,7,D05,ORW17,Pakhuis Pass Old Rd West,-32.135251,18.961499,P. scabrum,1011,C_Chong
613,7,E05,ORW18,Pakhuis Pass Old Rd West,-32.135269,18.961476,P. scabrum,1011,C_Chong
614,7,F05,ORW2,Pakhuis Pass Old Rd West,-32.135056,18.961102,P. scabrum,1011,C_Chong
615,7,G05,ORW21,Pakhuis Pass Old Rd West,-32.13539,18.961209,P. scabrum,1011,C_Chong
616,7,H05,ORW24,Pakhuis Pass Old Rd West,-32.135528,18.961117,P. scabrum,1011,C_Chong
617,7,A06,ORW25,Pakhuis Pass Old Rd West,-32.135548,18.961121,P. scabrum,1011,C_Chong
618,7,B06,ORW5,Pakhuis Pass Old Rd West,-32.1351,18.961102,P. scabrum,1011,C_Chong
619,7,C06,ORW6,Pakhuis Pass Old Rd West,-32.13501,18.961155,P. scabrum,1011,C_Chong
620,7,D06,ORW7,Pakhuis Pass Old Rd West,-32.135009,18.961159,P. scabrum,1011,C_Chong
621,7,E06,ORW8,Pakhuis Pass Old Rd West,-32.135008,18.961155,P. scabrum,1011,C_Chong
622,7,F06,ORW9,Pakhuis Pass Old Rd West,-32.135007,18.961146,P. scabrum,1011,C_Chong
623,7,G06,ORW1,Pakhuis Pass Old Rd West,-32.135307,18.96107,P. scabrum,1011,C_Chong
624,7,H06,ORW13,Pakhuis Pass Old Rd West,-32.134971,18.961255,P. scabrum,1011,C_Chong
625,7,A07,ORW19,Pakhuis Pass Old Rd West,-32.13509,18.961433,P. scabrum,1011,C_Chong
626,7,B07,ORW20,Pakhuis Pass Old Rd West,-32.135326,18.961255,P. scabrum,1011,C_Chong
627,7,C07,ORW22,Pakhuis Pass Old Rd West,-32.135084,18.961435,P. scabrum,1011,C_Chong
628,7,D07,ORW23,Pakhuis Pass Old Rd West,-32.135398,18.961029,P. scabrum,1011,C_Chong
629,7,E07,ORW3,Pakhuis Pass Old Rd West,-32.135163,18.961123,P. scabrum,1011,C_Chong
630,7,F07,ORW4,Pakhuis Pass Old Rd West,-32.135094,18.961111,P. scabrum,1011,C_Chong
631,7,G07,PK_A,Pakhuis Pass,-32.135477,19.00016,P. scabrum,1012,C_Chong
632,7,H07,PK_B,Pakhuis Pass,-32.135474,19.000197,P. scabrum,1012,C_Chong
633,7,A08,PK_C,Pakhuis Pass,-32.135485,19.000273,P. scabrum,1012,C_Chong
634,7,B08,PK_D,Pakhuis Pass,-32.135477,19.00032,P. scabrum,1012,C_Chong
635,7,C08,PK1,Pakhuis Pass,-32.135847,18.999316,P. scabrum,1012,C_Chong
636,7,D08,PK11,Pakhuis Pass,-32.135721,18.999115,P. scabrum,1012,C_Chong
637,7,E08,PK12,Pakhuis Pass,-32.135775,18.99908,P. scabrum,1012,C_Chong
638,7,F08,PK13,Pakhuis Pass,-32.135745,18.9991,P. scabrum,1012,C_Chong
639,7,G08,PK15,Pakhuis Pass,-32.135754,18.999119,P. scabrum,1012,C_Chong
640,7,H08,PK17,Pakhuis Pass,-32.135822,18.998971,P. scabrum,1012,C_Chong
641,7,A09,PK18,Pakhuis Pass,-32.135817,18.998896,P. scabrum,1012,C_Chong
642,7,B09,PK19,Pakhuis Pass,-32.135715,18.999099,P. scabrum,1012,C_Chong
643,7,C09,PK20,Pakhuis Pass,-32.135774,18.999076,P. scabrum,1012,C_Chong
644,7,D09,PK21,Pakhuis Pass,-32.135716,18.999106,P. scabrum,1012,C_Chong
645,7,E09,PK23,Pakhuis Pass,-32.135738,18.999111,P. scabrum,1012,C_Chong
646,7,F09,PK24,Pakhuis Pass,-32.135955,18.9994,P. scabrum,1012,C_Chong
647,7,G09,PK4,Pakhuis Pass,-32.135768,18.9992,P. scabrum,1012,C_Chong
648,7,H09,PK5_A,Pakhuis Pass,-32.135928,18.999361,P. scabrum,1012,C_Chong
649,7,A10,PK5_B,Pakhuis Pass,-32.13581,18.999349,P. scabrum,1012,C_Chong
650,7,B10,PK6,Pakhuis Pass,-32.135777,18.999152,P. scabrum,1012,C_Chong
651,7,C10,PK7,Pakhuis Pass,-32.135731,18.999159,P. scabrum,1012,C_Chong
652,7,D10,PK8,Pakhuis Pass,-32.135768,18.999117,P. scabrum,1012,C_Chong
653,7,E10,PK10,Pakhuis Pass,-32.135767,18.999216,P. scabrum,1012,C_Chong
654,7,F10,PK14,Pakhuis Pass,-32.13584,18.999029,P. scabrum,1012,C_Chong
655,7,G10,PK16,Pakhuis Pass,-32.135829,18.999004,P. scabrum,1012,C_Chong
656,7,H10,PK2,Pakhuis Pass,-32.135844,18.999314,P. scabrum,1012,C_Chong
657,7,A11,PK22,Pakhuis Pass,-32.135774,18.999075,P. scabrum,1012,C_Chong
658,7,B11,PK3,Pakhuis Pass,-32.135945,18.99938,P. scabrum,1012,C_Chong
659,7,C11,PK9,Pakhuis Pass,-32.135789,18.99921,P. scabrum,1012,C_Chong
660,7,D11,PH10,Pakhuis Pass,-32.135952,18.997348,P. scabrum,1012,C_Chong
661,7,E11,PH13,Pakhuis Pass,-32.135751,18.997545,P. scabrum,1012,C_Chong
662,7,F11,PH14,Pakhuis Pass,-32.135765,18.997523,P. scabrum,1012,C_Chong
663,7,G11,PH16,Pakhuis Pass,-32.135896,18.997209,P. scabrum,1012,C_Chong
664,7,H11,PH2,Pakhuis Pass,-32.135265,18.99913,P. scabrum,1012,C_Chong
665,7,A12,PH3,Pakhuis Pass,-32.135248,18.999123,P. scabrum,1012,C_Chong
666,7,B12,PH5,Pakhuis Pass,-32.135244,18.999163,P. scabrum,1012,C_Chong
667,7,C12,PH6,Pakhuis Pass,-32.135268,18.999164,P. scabrum,1012,C_Chong
668,7,D12,PH1,Pakhuis Pass,-32.13528,18.999143,P. scabrum,1012,C_Chong
669,7,E12,PH11,Pakhuis Pass,-32.135983,18.997258,P. scabrum,1012,C_Chong
670,7,F12,PH12,Pakhuis Pass,-32.135948,18.997239,P. scabrum,1012,C_Chong
671,7,G12,PH15,Pakhuis Pass,-32.135901,18.997219,P. scabrum,1012,C_Chong
672,7,H12,PH17,Pakhuis Pass,-32.135843,18.997225,P. scabrum,1012,C_Chong
673,8,A01,PH18,Pakhuis Pass,-32.135826,18.997195,P. scabrum,1012,C_Chong
674,8,B01,PH19,Pakhuis Pass,-32.135827,18.997189,P. scabrum,1012,C_Chong
675,8,C01,PH20,Pakhuis Pass,-32.135837,18.997174,P. scabrum,1012,C_Chong
676,8,D01,PH21,Pakhuis Pass,-32.135846,18.99717,P. scabrum,1012,C_Chong
677,8,E01,PH22,Pakhuis Pass,-32.135761,18.997107,P. scabrum,1012,C_Chong
678,8,F01,PH23,Pakhuis Pass,-32.135766,18.997071,P. scabrum,1012,C_Chong
679,8,G01,PH4,Pakhuis Pass,-32.135263,18.999156,P. scabrum,1012,C_Chong
680,8,H01,PH7,Pakhuis Pass,-32.1358,18.997706,P. scabrum,1012,C_Chong
681,8,A02,PH8,Pakhuis Pass,-32.135825,18.997685,P. scabrum,1012,C_Chong
682,8,B02,PH9,Pakhuis Pass,-32.135844,18.997604,P. scabrum,1012,C_Chong
683,8,C02,LG12,"Pakhuis Pass, Leipoldt's Grave",-32.135704,18.990905,P. scabrum,1012,C_Chong
684,8,D02,LG13,"Pakhuis Pass, Leipoldt's Grave",-32.135649,18.990579,P. scabrum,1012,C_Chong
685,8,E02,LG17,"Pakhuis Pass, Leipoldt's Grave",-32.135593,18.991217,P. scabrum,1012,C_Chong
686,8,F02,LG28,"Pakhuis Pass, Leipoldt's Grave",-32.135713,18.991196,P. scabrum,1012,C_Chong
687,8,G02,LG5,"Pakhuis Pass, Leipoldt's Grave",-32.135732,18.990691,P. scabrum,1012,C_Chong
688,8,H02,LG15,"Pakhuis Pass, Leipoldt's Grave",-32.135618,18.991244,P. scabrum,1012,C_Chong
689,8,A03,LG16,"Pakhuis Pass, Leipoldt's Grave",-32.135619,18.991241,P. scabrum,1012,C_Chong
690,8,B03,LG18,"Pakhuis Pass, Leipoldt's Grave",-32.135594,18.991176,P. scabrum,1012,C_Chong
691,8,C03,LG19,"Pakhuis Pass, Leipoldt's Grave",-32.135595,18.991178,P. scabrum,1012,C_Chong
692,8,D03,LG20,"Pakhuis Pass, Leipoldt's Grave",-32.135628,18.991286,P. scabrum,1012,C_Chong
693,8,E03,LG9,"Pakhuis Pass, Leipoldt's Grave",-32.135747,18.990636,P. scabrum,1012,C_Chong
694,8,F03,160A_8,"Middleberg Pass, lower Pass",-32.61885,19.12064,P. scabrum,160_A,C_Chong
695,8,G03,160A_9,"Middleberg Pass, lower Pass",-32.61885,19.12064,P. scabrum,160_A,C_Chong
696,8,H03,160A_10,"Middleberg Pass, lower Pass",-32.61885,19.12064,P. scabrum,160_A,C_Chong
697,8,A04,carn_144_1,Cederberg NR: rd to Algeria from Clanwilliam,-32.25988,18.9675,P. carnosum,144,C_Chong
698,8,B04,carn_144_2,Cederberg NR: rd to Algeria from Clanwilliam,-32.26032,18.96779,P. carnosum,144,C_Chong
699,8,C04,carn_144_3,Cederberg NR: rd to Algeria from Clanwilliam,-32.26045,18.96789,P. carnosum,144,C_Chong
700,8,D04,carn_144_4,Cederberg NR: rd to Algeria from Clanwilliam,-32.25988,18.96745,P. carnosum,144,C_Chong
701,8,E04,carn_144_5,Cederberg NR: rd to Algeria from Clanwilliam,-32.2599,18.96747,P. carnosum,144,C_Chong
702,8,F04,carn_144_6,Cederberg NR: rd to Algeria from Clanwilliam,-32.25993,18.96752,P. carnosum,144,C_Chong
703,8,G04,carn_144_7,Cederberg NR: rd to Algeria from Clanwilliam,-32.25984,18.96751,P. carnosum,144,C_Chong
704,8,H04,carn_144_8,Cederberg NR: rd to Algeria from Clanwilliam,-32.25986,18.96747,P. carnosum,144,C_Chong
705,8,A05,carn_293_3,Elandskloof,-32.43021,18.95307,P. carnosum,293,C_Chong
706,8,B05,carn_288_2,Calvinia: 10km on Loriesfontein Rd,-31.459772,19.661594,P. carnosum,288,C_Schlichting
707,8,C05,carn_29_2,Springbok Mtn,-29.659283,17.881783,P. carnosum,29,C_Schlichting
708,8,D05,carn_2,Piketberg: Versveld Pass middle,-32.85463,18.74048,P. carnosum,299,C_Schlichting
709,8,E05,carnunk_142,Naries,-29.69088,17.6651,P. carnosum _unkn,142,C_Chong
710,8,F05,carnpulch_142,Naries,-29.69089,17.66511,P. carnosum_pulchellum_unkn,142,C_Chong
711,8,G05,carnunk_142_2,Naries,-29.68052,17.67994,P. carnosum_unkn,142,C_Chong
712,8,H05,carn_142_1,Naries,-29.69819,17.66842,P. carnosum,142,C_Chong
713,8,A06,carn_142_2,Naries,-29.69075,17.665052,P. carnosum,142,C_Chong
714,8,B06,carn_142_3,Naries,-29.690727,17.665068,P. carnosum,142,C_Chong
715,8,C06,carn_142_4,Naries,-29.690729,17.665014,P. carnosum,142,C_Chong
716,8,D06,carn_142_5,Naries,-29.690727,17.664814,P. carnosum,142,C_Chong
717,8,E06,carn_142_6,Naries,-29.691408,17.664564,P. carnosum,142,C_Chong
718,8,F06,carn_142_7,Naries,-29.69126,17.664299,P. carnosum,142,C_Chong
719,8,G06,carn_142_8,Naries,-29.691211,17.664217,P. carnosum,142,C_Chong
720,8,H06,carn_142_9,Naries,-29.691413,17.664639,P. carnosum,142,C_Chong
721,8,A07,carn_142_10,Naries,-29.693381,17.663048,P. carnosum,142,C_Chong
722,8,B07,myrh_142_1,Naries,-29.69083,17.66478,P. carnosum_myrrh,142,C_Chong
723,8,C07,myrh_142_2,Naries,-29.69083,17.66481,P. carnosum_myrrh,142,C_Chong
724,8,D07,ark_1,"Arkoep, N Cape",-30.136826,17.932517,P. carnosum,arkoep1,C_Chong
725,8,E07,ark_2,"Arkoep, N Cape",-30.136845,17.932487,P. carnosum,arkoep1,C_Chong
726,8,F07,ark_3,"Arkoep, N Cape",-30.136842,17.932484,P. carnosum,arkoep1,C_Chong
727,8,G07,ark_4,"Arkoep, N Cape",-30.136836,17.932473,P. carnosum,arkoep1,C_Chong
728,8,H07,ark_5,"Arkoep, N Cape",-30.136834,17.932471,P. carnosum,arkoep1,C_Chong
729,8,A08,ark_6,"Arkoep, N Cape",-30.13697,17.932441,P. carnosum,arkoep1,C_Chong
730,8,B08,ark_7,"Arkoep, N Cape",-30.136974,17.932433,P. carnosum,arkoep1,C_Chong
731,8,C08,ark_8,"Arkoep, N Cape",-30.13703,17.932386,P. carnosum,arkoep1,C_Chong
732,8,D08,ark_9,"Arkoep, N Cape",-30.137252,17.932386,P. carnosum,arkoep1,C_Chong
733,8,E08,ark_10,"Arkoep, N Cape",-30.13724,17.932378,P. carnosum,arkoep1,C_Chong
734,8,F08,ark_11,"Arkoep, N Cape",-30.137236,17.932375,P. carnosum,arkoep1,C_Chong
735,8,G08,ark_12,"Arkoep, N Cape",-30.137193,17.932472,P. carnosum,arkoep1,C_Chong
736,8,H08,ark_13,"Arkoep, N Cape",-30.137185,17.932486,P. carnosum,arkoep1,C_Chong
737,8,A09,ark_14,"Arkoep, N Cape",-30.137184,17.932503,P. carnosum,arkoep1,C_Chong
738,8,B09,ark_15,"Arkoep, N Cape",-30.137162,17.932501,P. carnosum,arkoep1,C_Chong
739,8,C09,ark_16,"Arkoep, N Cape",-30.137157,17.932514,P. carnosum,arkoep1,C_Chong
740,8,D09,ark_17,"Arkoep, N Cape",-30.137142,17.932551,P. carnosum,arkoep1,C_Chong
741,8,E09,ark_18,"Arkoep, N Cape",-30.137028,17.932635,P. carnosum,arkoep1,C_Chong
742,8,F09,ark_19,"Arkoep, N Cape",-30.137028,17.932673,P. carnosum,arkoep1,C_Chong
743,8,G09,ark_20,"Arkoep, N Cape",-30.136998,17.932755,P. carnosum,arkoep1,C_Chong
744,8,H09,ark_21,"Arkoep, N Cape",-30.136976,17.932858,P. carnosum,arkoep1,C_Chong
745,8,A10,ark_22,"Arkoep, N Cape",-30.136965,17.932847,P. carnosum,arkoep1,C_Chong
746,8,B10,ark_23,"Arkoep, N Cape",-30.136883,17.932846,P. carnosum,arkoep1,C_Chong
747,8,C10,ark_24,"Arkoep, N Cape",-30.136882,17.932823,P. carnosum,arkoep1,C_Chong
748,8,D10,ark_25,"Arkoep, N Cape",-30.136861,17.932803,P. carnosum,arkoep1,C_Chong
749,8,E10,ark_26,"Arkoep, N Cape",-30.13686,17.932794,P. carnosum,arkoep1,C_Chong
750,8,F10,ark_27,"Arkoep, N Cape",-30.136914,17.932816,P. carnosum,arkoep1,C_Chong
751,8,G10,ark_28,"Arkoep, N Cape",-30.136874,17.932917,P. carnosum,arkoep1,C_Chong
752,8,H10,ark_29,"Arkoep, N Cape",-30.136874,17.93292,P. carnosum,arkoep1,C_Chong
753,8,A11,ark_30,"Arkoep, N Cape",-30.136681,17.933036,P. carnosum,arkoep1,C_Chong
754,8,B11,ark_31,"Arkoep, N Cape",-30.136928,17.933035,P. carnosum,arkoep1,C_Chong
755,8,C11,ark_32,"Arkoep, N Cape",-30.136938,17.933015,P. carnosum,arkoep1,C_Chong
756,8,D11,ark_33,"Arkoep, N Cape",-30.136994,17.932992,P. carnosum,arkoep1,C_Chong
757,8,E11,ark_34,"Arkoep, N Cape",-30.136998,17.93302,P. carnosum,arkoep1,C_Chong
758,8,F11,ark_35,"Arkoep, N Cape",-30.137345,17.932782,P. carnosum,arkoep1,C_Chong
759,8,G11,ark_36,"Arkoep, N Cape",-30.137378,17.932808,P. carnosum,arkoep1,C_Chong
760,8,H11,ark_37,"Arkoep, N Cape",-30.137359,17.932931,P. carnosum,arkoep1,C_Chong
761,8,A12,ark_38,"Arkoep, N Cape",-30.137358,17.93295,P. carnosum,arkoep1,C_Chong
762,8,B12,ark_39,"Arkoep, N Cape",-30.137346,17.9329,P. carnosum,arkoep1,C_Chong
763,8,C12,ark_40,"Arkoep, N Cape",-30.136163,17.93123,P. carnosum,arkoep1,C_Chong
764,8,D12,carn_20_1,Rd to Citrusdal,-32.430213,18.953066,P. carnosum,,C_Chong
765,8,E12,carn_20_2,Rd to Citrusdal,-32.430213,18.953066,P. carnosum,,C_Chong
766,8,F12,carn_21_4,Rd to Citrusdal,-32.430266,18.953017,P. carnosum,,C_Chong
767,8,G12,289_1,Nieuwoudtville: van Rhyns Pass,-31.37678,19.01753,P. scabrum,289,C_Chong
768,8,H12,289_2,Nieuwoudtville: van Rhyns Pass,-31.37678,19.01753,P. scabrum,289,C_Chong
