"plate.name","well","value"
"PeleGHPlate6","E01","UDP_UD13_12"
"PeleGHPlate6","E02","KB_K15_5"
"PeleGHPlate6","E03","PEZ3_1"
"PeleGHPlate6","E04","PME10_1"
"PeleGHPlate6","E05","PSW11_1"
"PeleGHPlate6","E06","PSB10_2"
"PeleGHPlate6","E07","PK15_8"
"PeleGHPlate6","E08","PHB5_2"
"PeleGHPlate6","E09","PK3_1"
"PeleGHPlate6","E10","PHB15_1"
"PeleGHPlate6","E11","Pfg2_4"
"PeleGHPlate6","E12","PM16U_3"
"PeleGHPlate6","F01","HB_HB46_6"
"PeleGHPlate6","F02","ME_MEP2_9"
"PeleGHPlate6","F03","PNR8_3"
"PeleGHPlate6","F04","PUD4_6"
"PeleGHPlate6","F05","PK100_4"
"PeleGHPlate6","F06","PNR16_1"
"PeleGHPlate6","F07","PHB5_4"
"PeleGHPlate6","F08","PUD7_9"
"PeleGHPlate6","F09","PSW4_4"
"PeleGHPlate6","F10","PSB16_2"
"PeleGHPlate6","F11","PME16_1"
"PeleGHPlate6","F12","PPK20_2"
"PeleGHPlate6","G01","ME_ME8_5"
"PeleGHPlate6","G02","PK_PH13_1"
"PeleGHPlate6","G03","PK19_9"
"PeleGHPlate6","G04","PUD7_3"
"PeleGHPlate6","G05","PSW11_3"
"PeleGHPlate6","G06","PME16_4"
"PeleGHPlate6","G07","PMB12_4"
"PeleGHPlate6","G08","PK19_1"
"PeleGHPlate6","G09","PK19_15"
"PeleGHPlate6","G10","PNR8_1"
"PeleGHPlate6","G11","PK19_13"
"PeleGHPlate6","G12","PMB12_1"
"PeleGHPlate6","H01","HB_HB41_14"
"PeleGHPlate6","H02","UDP_UD13_6"
"PeleGHPlate6","H03","PK100_1"
"PeleGHPlate6","H04","PK6_1"
"PeleGHPlate6","H05","PSWEUSE3_1"
"PeleGHPlate6","H06","Pfg2_2"
"PeleGHPlate6","H07","PK6_2"
"PeleGHPlate6","H08","PM1U_6"
"PeleGHPlate6","H09","PM1U_2"
"PeleGHPlate6","H10","Pfg2_6"
"PeleGHPlate6","H11","PSB16_6"
"PeleGHPlate6","H12","PHB15_2"
"PeleGHPlate7","A01","PK15_3"
"PeleGHPlate7","A02","PUD7_7"
"PeleGHPlate7","A03","PHB13_1"
"PeleGHPlate7","A04","PK6_1"
"PeleGHPlate7","A05","PME16_2"
"PeleGHPlate7","A06","PK19_10"
"PeleGHPlate7","A07","PHB5_5"
"PeleGHPlate7","A08","PK19_18"
"PeleGHPlate7","A09","PK19_16"
"PeleGHPlate7","A10","PUD11_2"
"PeleGHPlate7","A11","PK7_1"
"PeleGHPlate7","A12","PSB10_5"
"PeleGHPlate7","B01","PK19_24"
"PeleGHPlate7","B02","PK19_3"
"PeleGHPlate7","B03","PM1U_5"
"PeleGHPlate7","B04","PUD7_8"
"PeleGHPlate7","B05","PME10_2"
"PeleGHPlate7","B06","PFG21_4"
"PeleGHPlate7","B07","PSB10_3"
"PeleGHPlate7","B08","PUD7_10"
"PeleGHPlate7","B09","PUD11_6"
"PeleGHPlate7","B10","PK19_2"
"PeleGHPlate7","B11","PK15_5"
"PeleGHPlate7","B12","PK3_2"
"PeleGHPlate7","C01","PK19_22"
"PeleGHPlate7","C02","PUD11_7"
"PeleGHPlate7","C03","PHB5_3"
"PeleGHPlate7","C04","PK7_2"
"PeleGHPlate7","C05","PME17_1"
"PeleGHPlate7","C06","PSB16_9"
"PeleGHPlate7","C07","PM1U_3"
"PeleGHPlate7","C08","PEZ1_6"
"PeleGHPlate7","C09","PK15_9"
"PeleGHPlate7","C10","PME10_4"
"PeleGHPlate7","C11","PK19_12"
"PeleGHPlate7","C12","PK19_6"
"PeleGHPlate7","D01","PPK20_1"
"PeleGHPlate7","D02","PSB16_4"
"PeleGHPlate7","D03","PMB12_3"
"PeleGHPlate7","D04","PK6_3"
"PeleGHPlate7","D05","PUD7_6"
"PeleGHPlate7","D06","PSB16_3"
"PeleGHPlate7","D07","PK13_3"
"PeleGHPlate7","D08","PHB33_1"
"PeleGHPlate7","D09","PSWEUSE3_2"
"PeleGHPlate7","D10","PK13_1"
"PeleGHPlate7","D11","PSB16_7"
"PeleGHPlate7","D12","PK19_20"
"PeleGHPlate7","E01","PEZ1_3"
"PeleGHPlate7","E02","PK19_5"
"PeleGHPlate7","E03","PHB33_3"
"PeleGHPlate7","E04","PEZ1_7"
"PeleGHPlate7","E05","PHB13_2"
"PeleGHPlate7","E06","PMB16_1"
"PeleGHPlate7","E07","PHB12_1"
"PeleGHPlate7","E08","PUD4_1"
"PeleGHPlate7","E09","PHB33_5"
"PeleGHPlate7","E10","PSEW3_2"
"PeleGHPlate7","E11","PK100_2"
"PeleGHPlate7","E12","Pfg2_1"
"PeleGHPlate7","F01","PME16_3"
"PeleGHPlate7","F02","PK19_19"
"PeleGHPlate7","F03","PUD4_5"
"PeleGHPlate7","F04","PUD4_3"
"PeleGHPlate7","F05","PHB5_1"
"PeleGHPlate7","F06","PUD7_2"
"PeleGHPlate7","F07","PVR1_1"
"PeleGHPlate7","F08","PUD7_4"
"PeleGHPlate7","F09","PFG21_2"
"PeleGHPlate7","F10","PVR1_2"
"PeleGHPlate7","F11","PNR8_2"
"PeleGHPlate7","F12","PPK20_3"
"PeleGHPlate7","G01","PHB12_2"
"PeleGHPlate7","G02","PK15_6"
"PeleGHPlate7","G03","PK19_26"
"PeleGHPlate7","G04","PK8_1"
"PeleGHPlate7","G05","PSB16_1"
"PeleGHPlate7","G06","Pfg2_5"
"PeleGHPlate7","G07","PMB16_3"
"PeleGHPlate7","G08","PM16U_7"
"PeleGHPlate7","G09","PUD4_7"
"PeleGHPlate7","G10","PME15_3"
"PeleGHPlate7","G11","PK15_1"
"PeleGHPlate7","G12","PEZ1_2"
"PeleGHPlate7","H01","PSB16_8"
"PeleGHPlate7","H02","PUD4_4"
"PeleGHPlate7","H03","PHB15_3"
"PeleGHPlate7","H04","PHB12_3"
"PeleGHPlate7","H05","PUD11_4"
"PeleGHPlate7","H06","PK19_4"
"PeleGHPlate7","H07","PEZ5_2"
"PeleGHPlate7","H08","PM16U_1"
"PeleGHPlate7","H09","PK15_4"
"PeleGHPlate7","H10","PM16U_5"
"PeleGHPlate7","H11","PSW11_2"
"PeleGHPlate7","H12","PEZ1_4"
"PeleGHPlate8","A01","PK19_14"
"PeleGHPlate8","A02","NR_NR9_1"
"PeleGHPlate8","A03","UDP_UP39_2"
"PeleGHPlate8","A04","UDP_UP45_10"
"PeleGHPlate8","A05","PK_PK2_2"
"PeleGHPlate8","A06","HB_HB43_7"
"PeleGHPlate8","A07","UDP_M8_9"
"PeleGHPlate8","A08","PK_ORW8_1"
"PeleGHPlate8","A09","NR_NR6_2"
"PeleGHPlate8","A10","HB_HB19_6"
"PeleGHPlate8","A11","PME15_1"
"PeleGHPlate8","A12","HB_HB41_10"
"PeleGHPlate8","B01","PME15_5"
"PeleGHPlate8","B02","UDP_UP38_25"
"PeleGHPlate8","B03","ME_ME8_10"
"PeleGHPlate8","B04","VR_VR27_7"
"PeleGHPlate8","B05","MID_MB12_2"
"PeleGHPlate8","B06","SW_SW4_2"
"PeleGHPlate8","B07","PK_PK2_1"
"PeleGHPlate8","B08","UDP_UP45_26"
"PeleGHPlate8","B09","EZE_EZ19_1"
"PeleGHPlate8","B10","EZE_EZ5_6"
"PeleGHPlate8","B11","PSW4_1"
"PeleGHPlate8","B12","ME_ME6_45"
"PeleGHPlate8","C01","PPK20_1"
"PeleGHPlate8","C02","UDP_UD4_11"
"PeleGHPlate8","C03","UDP_UD4_9"
"PeleGHPlate8","C04","KB_K13_2"
"PeleGHPlate8","C05","ME_ME6_12"
"PeleGHPlate8","C06","UDP_M8_6"
"PeleGHPlate8","C07","MID_MB14_1"
"PeleGHPlate8","C08","ME_ME6_13"
"PeleGHPlate8","C09","EZE_EZ8_4"
"PeleGHPlate8","C10","PK_D_6"
"PeleGHPlate8","C11","PORW14_1"
"PeleGHPlate8","C12","ME_ME8_26"
"PeleGHPlate8","D01","PEZ1_3"
"PeleGHPlate8","D02","EZE_EZ11_9"
"PeleGHPlate8","D03","NR_NR12_1"
"PeleGHPlate8","D04","UDP_UD13_9"
"PeleGHPlate8","D05","UDP_M8_6"
"PeleGHPlate8","D06","UDP_UP39_5"
"PeleGHPlate8","D07","VR_VR27_11"
"PeleGHPlate8","D08","UDP_M13_2"
"PeleGHPlate8","D09","MID_MB11_2"
"PeleGHPlate8","D10","SEW_SEW6_8"
"PeleGHPlate8","D11","PK19_3"
"PeleGHPlate8","D12","SW_SEW6_9"
"PeleGHPlate8","E01","PME16_3"
"PeleGHPlate8","E02","MID_M26_1"
"PeleGHPlate8","E03","NR_NR8_16"
"PeleGHPlate8","E04","ME_ME17_30"
"PeleGHPlate8","E05","HB_HB28_7"
"PeleGHPlate8","E06","UDP_M8_10"
"PeleGHPlate8","E07","UDP_M4_15"
"PeleGHPlate8","E08","VR_VR19_4"
"PeleGHPlate8","E09","UDP_UP38_6"
"PeleGHPlate8","E10","UDP_M4_14"
"PeleGHPlate8","E11","SW_SW13_1"
"PeleGHPlate8","E12","HB_HB17_6"
"PeleGHPlate8","F01","PHB12_2"
"PeleGHPlate8","F02","UDP_UP39_11"
"PeleGHPlate8","F03","EZE_EZ8_4"
"PeleGHPlate8","F04","NR_NR12_3"
"PeleGHPlate8","F05","MID_M22_2"
"PeleGHPlate8","F06","ME_ME17_22"
"PeleGHPlate8","F07","VR_VR16_3"
"PeleGHPlate8","F08","HB_HB17_3"
"PeleGHPlate8","F09","UDP_UD13_12"
"PeleGHPlate8","F10","HB_HB41_14"
"PeleGHPlate8","F11","KB_K15_31"
"PeleGHPlate8","F12","EZE_EZ2_5"
"PeleGHPlate8","G01","PSB16_8"
"PeleGHPlate8","G02","UDP_M13_11"
"PeleGHPlate8","G03","KB_K8_2"
"PeleGHPlate8","G04","VR_VR19_3"
"PeleGHPlate8","G05","VR_VR27_5"
"PeleGHPlate8","G06","HB_HB43_8"
"PeleGHPlate8","G07","ME_ME17_29"
"PeleGHPlate8","G08","HB_HB17_3"
"PeleGHPlate8","G09","NR_NR8_15"
"PeleGHPlate8","G10","PSW714_1"
"PeleGHPlate8","G11","HB_HB46_12"
"PeleGHPlate8","G12","KB_K15_32"
"PeleGHPlate8","H01","PUD7_7"
"PeleGHPlate8","H02","KB_K13_4"
"PeleGHPlate8","H03","UDP_UP45_7"
"PeleGHPlate8","H04","SB_SB9_2"
"PeleGHPlate8","H05","UDP_M8_7"
"PeleGHPlate8","H06","MB_M19_1"
"PeleGHPlate8","H07","WOR_FG1_3"
"PeleGHPlate8","H08","MID_MB14_2"
"PeleGHPlate8","H09","ME_ME8_21"
"PeleGHPlate8","H10","PM16U_9"
"PeleGHPlate8","H11","VR_VR23_25"
"PeleGHPlate8","H12","NR_NR9_2"
"PeleGHPlate9","A01",""
"PeleGHPlate9","A02",""
"PeleGHPlate9","A03",""
"PeleGHPlate9","A04",""
"PeleGHPlate9","A05",""
"PeleGHPlate9","A06",""
"PeleGHPlate9","A07",""
"PeleGHPlate9","A08",""
"PeleGHPlate9","A09",""
"PeleGHPlate9","A10",""
"PeleGHPlate9","A11",""
"PeleGHPlate9","A12",""
"PeleGHPlate9","B01",""
"PeleGHPlate9","B02",""
"PeleGHPlate9","B03",""
"PeleGHPlate9","B04",""
"PeleGHPlate9","B05",""
"PeleGHPlate9","B06",""
"PeleGHPlate9","B07",""
"PeleGHPlate9","B08",""
"PeleGHPlate9","B09",""
"PeleGHPlate9","B10",""
"PeleGHPlate9","B11",""
"PeleGHPlate9","B12",""
"PeleGHPlate9","C01",""
"PeleGHPlate9","C02",""
"PeleGHPlate9","C03",""
"PeleGHPlate9","C04",""
"PeleGHPlate9","C05",""
"PeleGHPlate9","C06",""
"PeleGHPlate9","C07",""
"PeleGHPlate9","C08",""
"PeleGHPlate9","C09",""
"PeleGHPlate9","C10",""
"PeleGHPlate9","C11",""
"PeleGHPlate9","C12",""
"PeleGHPlate9","D01",""
"PeleGHPlate9","D02",""
"PeleGHPlate9","D03",""
"PeleGHPlate9","D04",""
"PeleGHPlate9","D05",""
"PeleGHPlate9","D06",""
"PeleGHPlate9","D07",""
"PeleGHPlate9","D08",""
"PeleGHPlate9","D09",""
"PeleGHPlate9","D10",""
"PeleGHPlate9","D11",""
"PeleGHPlate9","D12",""
"PeleGHPlate9","E01",""
"PeleGHPlate9","E02",""
"PeleGHPlate9","E03",""
"PeleGHPlate9","E04",""
"PeleGHPlate9","E05",""
"PeleGHPlate9","E06",""
"PeleGHPlate9","E07",""
"PeleGHPlate9","E08",""
"PeleGHPlate9","E09",""
"PeleGHPlate9","E10",""
"PeleGHPlate9","E11",""
"PeleGHPlate9","E12",""
"PeleGHPlate9","F01",""
"PeleGHPlate9","F02",""
"PeleGHPlate9","F03",""
"PeleGHPlate9","F04",""
"PeleGHPlate9","F05",""
"PeleGHPlate9","F06",""
"PeleGHPlate9","F07",""
"PeleGHPlate9","F08",""
"PeleGHPlate9","F09",""
"PeleGHPlate9","F10",""
"PeleGHPlate9","F11",""
"PeleGHPlate9","F12",""
"PeleGHPlate9","G01",""
"PeleGHPlate9","G02",""
"PeleGHPlate9","G03",""
"PeleGHPlate9","G04",""
"PeleGHPlate9","G05",""
"PeleGHPlate9","G06",""
"PeleGHPlate9","G07",""
"PeleGHPlate9","G08",""
"PeleGHPlate9","G09",""
"PeleGHPlate9","G10",""
"PeleGHPlate9","G11",""
"PeleGHPlate9","G12",""
"PeleGHPlate9","H01",""
"PeleGHPlate9","H02",""
"PeleGHPlate9","H03",""
"PeleGHPlate9","H04",""
"PeleGHPlate9","H05",""
"PeleGHPlate9","H06",""
"PeleGHPlate9","H07",""
"PeleGHPlate9","H08",""
"PeleGHPlate9","H09",""
"PeleGHPlate9","H10",""
"PeleGHPlate9","H11",""
"PeleGHPlate9","H12",""
"PeleGHPlate10","A01","P24.31_2"
"PeleGHPlate10","A02","P55.02_1"
"PeleGHPlate10","A03","P14.7_3"
"PeleGHPlate10","A04","Pbeach2_8"
"PeleGHPlate10","A05","Pbeach1_10"
"PeleGHPlate10","A06","P45.13_1"
"PeleGHPlate10","A07","P20.8_3"
"PeleGHPlate10","A08","P9.5_1"
"PeleGHPlate10","A09","P9.6_1"
"PeleGHPlate10","A10","P1.4_3"
"PeleGHPlate10","A11","P3.4_3"
"PeleGHPlate10","A12","P20.1_5"
"PeleGHPlate10","B01","P20.7_1"
"PeleGHPlate10","B02","P45.4_A4_1"
"PeleGHPlate10","B03","P45.3_2"
"PeleGHPlate10","B04","Pbeach1_16"
"PeleGHPlate10","B05","P45.06_2"
"PeleGHPlate10","B06","P21.7_1"
"PeleGHPlate10","B07","Pbeach1_4"
"PeleGHPlate10","B08","P19.6_3"
"PeleGHPlate10","B09","P14.5_3"
"PeleGHPlate10","B10","P20.6_2"
"PeleGHPlate10","B11","P9.6_3_2"
"PeleGHPlate10","B12","Pbeach1_14"
"PeleGHPlate10","C01","EMPTY"
"PeleGHPlate10","C02","P21.8_1"
"PeleGHPlate10","C03","P9.6_3"
"PeleGHPlate10","C04","P1.6_1"
"PeleGHPlate10","C05","P1.4_1"
"PeleGHPlate10","C06","P5.12_4"
"PeleGHPlate10","C07","Pbeach1_20"
"PeleGHPlate10","C08","P14.23_1"
"PeleGHPlate10","C09","P14.4_1"
"PeleGHPlate10","C10","P24.17_3"
"PeleGHPlate10","C11","P66.12_1"
"PeleGHPlate10","C12","P45.22_1"
"PeleGHPlate10","D01","P20.7_2"
"PeleGHPlate10","D02","P9.7_3_2"
"PeleGHPlate10","D03","Pbeach1_24"
"PeleGHPlate10","D04","P50_51.8_3_2"
"PeleGHPlate10","D05","P20.5C_1"
"PeleGHPlate10","D06","P20.1_1"
"PeleGHPlate10","D07","P50.11_1"
"PeleGHPlate10","D08","P2.5_1"
"PeleGHPlate10","D09","Ptongaense_2"
"PeleGHPlate10","D10","P45.6xA4_1"
"PeleGHPlate10","D11","P2.6_3"
"PeleGHPlate10","D12","P14.5_1"
"PeleGHPlate10","E01","P51.14_3"
"PeleGHPlate10","E02","P5.12_2"
"PeleGHPlate10","E03","P45.4_3_2"
"PeleGHPlate10","E04","P1.1_2"
"PeleGHPlate10","E05","P19.6_4"
"PeleGHPlate10","E06","P45.22_3"
"PeleGHPlate10","E07","P5.01_2"
"PeleGHPlate10","E08","P21.20b_4"
"PeleGHPlate10","E09","P66.12_3"
"PeleGHPlate10","E10","P66.12_5"
"PeleGHPlate10","E11","P3.4_1"
"PeleGHPlate10","E12","P14.6_4"
"PeleGHPlate10","F01","PA9.1_2"
"PeleGHPlate10","F02","P45.4_2"
"PeleGHPlate10","F03","P2.5_2"
"PeleGHPlate10","F04","P24.28_1"
"PeleGHPlate10","F05","P20.3_3_2"
"PeleGHPlate10","F06","P2.2_2"
"PeleGHPlate10","F07","PK19_27"
"PeleGHPlate10","F08","P56.11_5"
"PeleGHPlate10","F09","P56.13_2"
"PeleGHPlate10","F10","P21_10_3"
"PeleGHPlate10","F11","P14.6_2"
"PeleGHPlate10","F12","P14.7_1"
"PeleGHPlate10","G01","P18.4xA6_1"
"PeleGHPlate10","G02","P45.5xA4_1"
"PeleGHPlate10","G03","P14.1_1"
"PeleGHPlate10","G04","P21.8_3"
"PeleGHPlate10","G05","P56.09_4"
"PeleGHPlate10","G06","P9.4_1"
"PeleGHPlate10","G07","P51.14_3"
"PeleGHPlate10","G08","Pbeach2_1"
"PeleGHPlate10","G09","P45.08_1"
"PeleGHPlate10","G10","Pbeach1_8"
"PeleGHPlate10","G11","P56.13_4"
"PeleGHPlate10","G12","EMPTY"
"PeleGHPlate10","H01","Pbeach1_12"
"PeleGHPlate10","H02","P18.2xA6_1"
"PeleGHPlate10","H03","P56.11_6"
"PeleGHPlate10","H04","P5.13_6"
"PeleGHPlate10","H05","P45.2xA4_3"
"PeleGHPlate10","H06","P40.05_1"
"PeleGHPlate10","H07","P14.4C_4"
"PeleGHPlate10","H08","Pbeach1_13"
"PeleGHPlate10","H09","P14.10C_2"
"PeleGHPlate10","H10","P14.4C_5"
"PeleGHPlate10","H11","P1.5_3"
"PeleGHPlate10","H12","EMPTY"
"PeleGHPlate11","A01","P24.31_2"
"PeleGHPlate11","A02","P50_51C_1"
"PeleGHPlate11","A03","P45.3_4"
"PeleGHPlate11","A04","P18.1xA6_1"
"PeleGHPlate11","A05","P9.4C_1"
"PeleGHPlate11","A06","Ptongaense_4"
"PeleGHPlate11","A07","P88.06_5"
"PeleGHPlate11","A08","P14.7_3_2"
"PeleGHPlate11","A09","P45.2xA4_1"
"PeleGHPlate11","A10","P9.4C_3"
"PeleGHPlate11","A11","P88.08_2"
"PeleGHPlate11","A12","P14.23_4"
"PeleGHPlate11","B01","P66.01_2"
"PeleGHPlate11","B02","P51.14_4"
"PeleGHPlate11","B03","P21.20b_1"
"PeleGHPlate11","B04","P2.6_1"
"PeleGHPlate11","B05","P88.06_3"
"PeleGHPlate11","B06","P56.09_2"
"PeleGHPlate11","B07","P67.03_2"
"PeleGHPlate11","B08","P14.1_6"
"PeleGHPlate11","B09","P56.14_1"
"PeleGHPlate11","B10","P9.5_3_2"
"PeleGHPlate11","B11","P88.06_4"
"PeleGHPlate11","B12","P66.12_2"
"PeleGHPlate11","C01","Pbeach2_4"
"PeleGHPlate11","C02","P2.2_3"
"PeleGHPlate11","C03","P21.20b_1"
"PeleGHPlate11","C04","P20.5C_3"
"PeleGHPlate11","C05","P21.10_1"
"PeleGHPlate11","C06","P56.11_1"
"PeleGHPlate11","C07","P18.2xA6_2"
"PeleGHPlate11","C08","P1.3_4"
"PeleGHPlate11","C09","P56.11_3"
"PeleGHPlate11","C10","P66.01_3"
"PeleGHPlate11","C11","P1.2_1"
"PeleGHPlate11","C12","P45.06_3"
"PeleGHPlate11","D01","Pbeach1_22"
"PeleGHPlate11","D02","P20.1_9"
"PeleGHPlate11","D03","P24.26_1"
"PeleGHPlate11","D04","P24.3_2"
"PeleGHPlate11","D05","P88.06_1"
"PeleGHPlate11","D06","Pbeach1_2"
"PeleGHPlate11","D07","P14.4C_3"
"PeleGHPlate11","D08","P20.7_3"
"PeleGHPlate11","D09","P25.6_1"
"PeleGHPlate11","D10","P19.6_2"
"PeleGHPlate11","D11","Pbeach1_3"
"PeleGHPlate11","D12","P21.10_3"
"PeleGHPlate11","E01","Pbeach1_18"
"PeleGHPlate11","E02","P20.8_1"
"PeleGHPlate11","E03","P51.14_2"
"PeleGHPlate11","E04","P20.1_7"
"PeleGHPlate11","E05","P14.23_3"
"PeleGHPlate11","E06","P55.02_1"
"PeleGHPlate11","E07","P18.2_2"
"PeleGHPlate11","E08","P45.6_3_2"
"PeleGHPlate11","E09","P19.6_3_2"
"PeleGHPlate11","E10","P88.08_3"
"PeleGHPlate11","E11","P24.6_1"
"PeleGHPlate11","E12","P14.6_3_1"
"PeleGHPlate11","F01","P9.7_3_2"
"PeleGHPlate11","F02","P2.3_3"
"PeleGHPlate11","F03","P3.3_2"
"PeleGHPlate11","F04","P1.5_1"
"PeleGHPlate11","F05","P56.06_1"
"PeleGHPlate11","F06","P20.3_1"
"PeleGHPlate11","F07","P21.20b_3"
"PeleGHPlate11","F08","P1.2_2"
"PeleGHPlate11","F09","P50_51C_3"
"PeleGHPlate11","F10","P74.17_2"
"PeleGHPlate11","F11","Pbeach1_1"
"PeleGHPlate11","F12","P1.2_3"
"PeleGHPlate11","G01","P56.10_1"
"PeleGHPlate11","G02","P56.11_2"
"PeleGHPlate11","G03","P55.20_1"
"PeleGHPlate11","G04","P1.3_2"
"PeleGHPlate11","G05","P14.4_3"
"PeleGHPlate11","G06","P56.14_3"
"PeleGHPlate11","G07","P3.1_2"
"PeleGHPlate11","G08","P40.05_3"
"PeleGHPlate11","G09","P14.6_3_2"
"PeleGHPlate11","G10","P3.6_1"
"PeleGHPlate11","G11","P24.2_3"
"PeleGHPlate11","G12","P14.1_1"
"PeleGHPlate11","H01","P45.13_1"
"PeleGHPlate11","H02","P2.5_4"
"PeleGHPlate11","H03","P9.6_4"
"PeleGHPlate11","H04","P21.7_3"
"PeleGHPlate11","H05","P20.06_2"
"PeleGHPlate11","H06","P1.6_3"
"PeleGHPlate11","H07","P1.1C_2"
"PeleGHPlate11","H08","P18.3xA6_1"
"PeleGHPlate11","H09","P24.27_1"
"PeleGHPlate11","H10","P20.6_1"
"PeleGHPlate11","H11","P66.01_1"
"PeleGHPlate11","H12","P45.22_2"
"PeleGHPlate12","A01","P14.6_3_1"
"PeleGHPlate12","A02","P56.07_2"
"PeleGHPlate12","A03","P14.4_2"
"PeleGHPlate12","A04","P14.7_3_1"
"PeleGHPlate12","A05","P55.02_4"
"PeleGHPlate12","A06","P14.5_2"
"PeleGHPlate12","A07","P1.6_4"
"PeleGHPlate12","A08","P74.17_1"
"PeleGHPlate12","A09","Pbeach1_7"
"PeleGHPlate12","A10","P56.09_3"
"PeleGHPlate12","A11","Pbeach1_23"
"PeleGHPlate12","A12","P45.3_3"
"PeleGHPlate12","B01","P9.6_2"
"PeleGHPlate12","B02","P66.01_4"
"PeleGHPlate12","B03","Pbeach2_3"
"PeleGHPlate12","B04","P14.23_2"
"PeleGHPlate12","B05","P56.11_3"
"PeleGHPlate12","B06","P9.5_3_1"
"PeleGHPlate12","B07","P18.2_1"
"PeleGHPlate12","B08","P50_51C_2"
"PeleGHPlate12","B09","P1.1_3"
"PeleGHPlate12","B10","P21.20b_2"
"PeleGHPlate12","B11","P3.4_2"
"PeleGHPlate12","B12","P9.7_3_1"
"PeleGHPlate12","C01","P20.1_4"
"PeleGHPlate12","C02","P66.12_4"
"PeleGHPlate12","C03","Pbeach1_17"
"PeleGHPlate12","C04","P45.08_2"
"PeleGHPlate12","C05","P20.7_4"
"PeleGHPlate12","C06","P14.7_2"
"PeleGHPlate12","C07","P24.26_4"
"PeleGHPlate12","C08","P66.12_6"
"PeleGHPlate12","C09","PA9.1_1"
"PeleGHPlate12","C10","P2.2_4"
"PeleGHPlate12","C11","Ptongaense_5"
"PeleGHPlate12","C12","P9.4_2"
"PeleGHPlate12","D01","P20.06_1"
"PeleGHPlate12","D02","P3.6_2"
"PeleGHPlate12","D03","P56.09_1"
"PeleGHPlate12","D04","P19.6_3_1"
